Review #,Brand,Variety,Style,Country,Stars,Top Ten
575,Batchelors,Super Noodles Beef,Pack,UK,3.5,
574,Maggi,Minute Noodles Tomato,Pack,India,3.75,
573,Noah Foods,Chicken,Bowl,Vietnam,2,
572,Maruchan,Yakisoba Tomato,Tray,USA,3,
571,Shirakiku,Japanese Style,Pack,Japan,3.25,
570,Other,Rice Snack,Cup,South Korea,2.5,
569,Saigon Ve Wong,Kung Fu Artificial Pork,Bowl,Vietnam,3,
568,Paldo,,Cup,South Korea,4,
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,
566,Foodmon,,Bowl,South Korea,5,
565,Batchelors,Super Noodles Curry,Bowl,UK,4,
564,Uni-President,Cup Kimchi,Cup,Taiwan,3.75,
563,Yum Yum,,Pack,Thailand,3.25,
562,Batchelors,Super Noodles,Pack,UK,4.25,
561,Other,Vegetable,Pack,South Korea,3.25,
560,Myojo,Soy Sauce,Bowl,Japan,4,
559,Wai Wai,Tom Yum Shrimp,Cup,Thailand,3,
558,Long Kow,Noodles,Bowl,China,1.5,
557,Batchelors,Super Noodles Fried Chicken,Pack,UK,3.75,
556,Mi Sedaap,Mi Goreng Perisa,Pack,Indonesia,4.75,
555,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75,
554,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,
553,Samyang,,Cup,South Korea,2.75,
552,Super Bihun,Rasa Rice Noodles,Pack,Indonesia,3,
551,Batchelors,Super Noodles Chicken,Pack,UK,3.25,
550,Nissin,Fried Noodle Yakisoba,Pack,Japan,4.25,
549,Mi Sedaap,,Pack,Indonesia,4,
548,Pot Noodle,Original Curry,Cup,UK,3.75,
547,Lucky Me!,Sweet Spicy,Pack,Philippines,5,
546,Yum Yum,Vegetable,Pack,Thailand,3.5,
545,Golden Wheat,Korean Style Spicy Beef,Pack,China,3.5,
544,Unox,Noodles Chicken,Pack,Holland,3.5,
543,Menraku,Curry Udon,Bowl,Japan,4.75,
542,Mi Sedaap,Mi Chicken,Pack,Indonesia,3,
541,Yum Yum,Chicken,Pack,Thailand,3.5,
540,Nissin,Top Ramen Chicken,Pack,USA,3.25,
539,Nissin,Demae Ramen Chicken,Pack,Japan,3,
538,Lucky Me!,Seafood Vegetable,Pack,Philippines,0.5,
537,Mama,,Pack,Thailand,2,
536,Ottogi,Ramyun,Pack,South Korea,4.25,
535,Wai Wai,Chicken Flavor,Pack,Thailand,0.9,
534,Mama,,Pack,Thailand,3.1,
533,Paldo,,Pack,South Korea,4.75,
532,Doll,Spicy,Pack,Hong Kong,4.25,
531,Yum Yum,Beef,Pack,Thailand,3.25,
530,Mee Jang,Artificial Shrimp Tom,Bowl,Thailand,3.5,
529,Sapporo Ichiban,Hot Spicy Chicken,Pack,USA,2,
528,Unox,Noodles Vegetable,Pack,Holland,3.75,
527,Little Cook,,Bowl,Thailand,2.75,
526,Annie Chun's,Soy Ramen,Pack,USA,1.5,
525,JML,Artificial Spicy Hot Beef,Pack,China,3.75,
524,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75,
523,Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5,
522,Samyang,Hot Beef,Pack,South Korea,4.25,
521,Menraku,Soy Sauce,Bowl,Japan,4.25,
520,Other,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,
519,Snapdragon,Vegetable Rice Noodle,Cup,Singapore,2,
518,Dragonfly,Artificial Chicken,Bowl,China,4.5,
517,Thai Kitchen,Thai Rice Noodle,Pack,USA,4.25,
516,Wang,Spicy Seafood,Bowl,South Korea,3.5,
515,Tradition,Beef,Cup,USA,2.5,
514,Shirakiku,Spicy Ramen,Bowl,Japan,3,
513,Dragonfly,Artificial Onion,Bowl,China,4,
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,
511,Menraku,Miso,Bowl,Japan,2.75,
510,Snapdragon,Korean Kimchi Rice Noodle,Cup,Singapore,3.75,
509,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4,
508,Samyang,Beef,Cup,South Korea,3.75,
507,Dragonfly,Artificial Seafood,Bowl,China,3.75,
506,Nongshim,Beef,Cup,South Korea,2.5,
505,JML,Artificial Spicy Beef,Pack,China,3.5,
504,Knorr,,Pack,Pakistan,3,
503,GreeNoodle,Miso,Pack,Thailand,1,
502,Sunlee,Beef Rice,Bowl,Thailand,2,
501,Nongshim,,Pack,South Korea,3.25,
500,Other,Ramen,Pack,USA,2.5,
499,Dragonfly,Artificial Beef,Bowl,China,4.75,
498,Other,Noodle With Flavor,Pack,Taiwan,0,
497,Nissin,Demae Iccho Seafood &,Pack,Japan,4,
496,Maruchan,Yakisoba Shrimp,Tray,USA,2.75,
495,Ottogi,Ramen,Pack,South Korea,3.25,
494,Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,
493,Pulmuone,Ramen Spicy,Pack,South Korea,3,
492,Noah Foods,Rice Noodles Beef,Bowl,Vietnam,2.75,
491,JML,Artificial Stew Beef,Pack,China,3.75,
490,Foodmon,Instant Ramen,Bowl,South Korea,5,
489,JML,Stew Pork,Pack,China,3.25,
488,Kailo,Big Bowl Crab,Bowl,Hong Kong,3.5,
487,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75,
486,Kamfen,Japanese,Pack,China,3,
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,
484,Ottogi,Curry,Cup,South Korea,4.25,
483,Itomen,,Bowl,Japan,4.5,
482,Menraku,Shio,Bowl,Japan,4.5,
481,Thai Kitchen,Garlic Rice Noodle,Bowl,USA,3.75,
480,Thai Kitchen,Mushroom Rice Noodle,Bowl,USA,3.25,
479,Nongshim,Noodle Soup,Pack,South Korea,3.75,
478,Vedan,Mushroom & Artificial,Pack,Taiwan,1.75,
477,Mr. Udon,Beef Udon,Pack,South Korea,3,
476,Annie Chun's,Noodle,Bowl,USA,1.75,
475,Gefen,Vegetable,Pack,USA,3.25,
474,Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab,Bowl,Vietnam,3.75,
473,Myojo,Miso Paste,Bowl,Japan,4.5,
472,Thai Kitchen,Onion Rice Noodle,Bowl,USA,3.75,
471,Koyo,,Pack,USA,1.5,
470,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,USA,3.25,
469,Gefen,Chicken,Pack,USA,3.5,
468,Paldo,Snack Noodle Hot,Pack,South Korea,3.75,
467,Vifon,Sour Spicy Shrimp,Pack,Vietnam,1.75,
466,Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,3.5,
465,Nissin,Shrimp Hot Spicy,Bowl,USA,2.75,
464,Mama,Vegetable,Pack,Thailand,3.25,
463,Ottogi,,Pack,South Korea,3,
462,Nissin,Top Ramen Shrimp,Pack,USA,3.5,
461,Samyang,Hot Spicy Beef,Pack,South Korea,3.5,
460,Menraku,Udon,Bowl,Japan,5,
459,Gefen,Chicken Vegetarian,Pack,USA,3,
458,Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,
457,Ibumie,Mee Prawn,Pack,Malaysia,4.5,
456,Ve Wong,Kung Fu Artificial Pork,Bowl,Taiwan,3.75,
455,Baijia,&,Cup,China,0.25,
454,Koyo,Vegetable,Pack,USA,1.5,
453,Nongshim,Bowl Noodle Chicken,Bowl,USA,3.25,
452,Myojo,Soy Sauce,Pack,Japan,4,
451,Myojo,Paste,Bowl,Japan,4,
450,Ottogi,,Pack,South Korea,3.25,
449,Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,
448,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,
447,Ve Wong,,Pack,Vietnam,4.75,
446,Sao Tao,Noodle King Style,Bowl,Hong Kong,2.25,
445,iNoodle,Style Chow Mein,Pack,Taiwan,2.25,
444,Mr. Udon,Chicken,Pack,South Korea,3.25,
443,Lucky Me!,Chicken,Pack,Philippines,4,
442,Nongshim,,Pack,South Korea,4.5,
441,Ottogi,Seafood,Pack,South Korea,3.75,
440,Maruchan,Instant Hot Beef,Cup,USA,2.75,
439,Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3,
438,Samyang,Beef,Bowl,South Korea,3.75,
437,Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,
436,Unif,Artificial Beef With,Bowl,Taiwan,3.75,
435,Mi Sedaap,Goreng,Pack,Indonesia,4.25,
434,Mi Sedaap,Kari,Pack,Indonesia,4.5,2012 #5
433,Lucky Me!,,Bowl,Philippines,3.25,
432,Ve Wong,Instant Bean Seafood,Bowl,Taiwan,2.5,
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,
430,Quickchow,,Pack,Philippines,5,
429,Quickchow,Chicken,Pack,Philippines,3.75,
428,Kamfen,Chicken,,China,3.75,
427,Koka,Mi Crab Flavor,Pack,Singapore,5,
426,Vifon,Chicken,Pack,Vietnam,3,
425,Other,Shrimp Udon,Pack,USA,4.5,
424,Other,Noodle With Sesame Sauce,Pack,Taiwan,3.25,
423,Noodle Time,Shin Cup,Cup,South Korea,3,
422,Vifon,Mi Thai Thai,Bowl,Vietnam,4,
421,Myojo,Soy Sauce,Bowl,Japan,2.75,
420,Sapporo Ichiban,Beef,Cup,USA,3.5,
419,Myojo,Ramen Shio,Bowl,Japan,4.25,
418,iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,
417,Vifon,Spicy Beef,Pack,Vietnam,3.5,
416,Sapporo Ichiban,Chicken Flavor,Cup,USA,3.75,
415,Ve Wong,Artificial Beef,Bowl,Taiwan,3.75,
414,Doll,Artificial Beef Flavor,Pack,Hong Kong,2.5,
413,Souper,Paste Chow Mein,Pack,Taiwan,4.25,
412,Maruchan,,Bowl,Japan,4.125,
411,Sunlee,Crab Vermicelli,Bowl,Thailand,3.25,
410,Lucky Me!,Instant,Pack,Philippines,3.75,
409,Payless,Instant Chicken,Pack,Philippines,4,
408,Gomex,Mi Tom Hot Shrimp,Pack,Vietnam,2.25,
407,Ottogi,Snack,Cup,South Korea,3.5,
406,Vifon,Style Instant Noodles Beef,Pack,Vietnam,3.75,
405,Ibumie,Prawn,Pack,Malaysia,3.25,
404,Vina Acecook,Onion,Pack,Vietnam,3.75,
403,Maruchan,Instant Flavor Shrimp,Cup,USA,2.25,
402,Sao Tao,Noodle King,Bowl,Hong Kong,3,
401,Myojo,Soy Sauce,Bowl,Japan,4.25,
400,Nissin,Cup Noodles Seafood Curry,Cup,Hong Kong,4.25,
399,Paldo,Spicy Seafood,Cup,South Korea,3.75,
398,Paldo,Bowl Noodle Beef With,Bowl,South Korea,3.75,
397,Quickchow,,Cup,Philippines,3,
396,Vina Acecook,Hot Tom Yum Shrimp,Bowl,Vietnam,4.25,
395,Ottogi,Ramen,Cup,South Korea,3,
394,Paldo,Cup Hot Spicy,Cup,South Korea,3.5,
393,Kamfen,Dried Noodles Sauce,Tray,China,2,
392,Nissin,Yakisoba Noodles,Tray,Japan,5,2012 #3
391,Myojo,Oriental,Pack,Japan,4.25,2012 #6
390,Menraku,Curry Soba,Bowl,Japan,4,
389,Mama,Vegetarian Tom Yum,Pack,Thailand,2.75,
388,Maruchan,Instant Cheese,Cup,USA,2.75,
387,Nissin,Bowl Noodles & Beef,Bowl,USA,3.75,
386,Other,Fu Chinese Noodle Pork Seafood,Tray,USA,0,
385,Ve Wong,Hot Of Artificial Black Beef,Bowl,Taiwan,1.25,
384,Nissin,Demae Iccho Tom Yam,Pack,Japan,4,
383,Lucky Me!,Chicken Chicken,Pack,Philippines,2.75,
382,Lucky Me!,Artificial Chicken With,Pack,Philippines,2.5,
381,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,Vietnam,4.25,
380,Rhee Bros Assi,Noodle Soup,Tray,South Korea,3.75,
379,Nissin,Chow Mein Thai,Tray,USA,2.5,
378,Ve Wong,Hot Of Artificial Beef,Bowl,Taiwan,3.75,
377,Sau Tao,Chicken,Bowl,Hong Kong,4,
376,Sau Tao,Noodle King,Bowl,Hong Kong,2.75,
375,Vifon,Beef Rice Noodle,Pack,Vietnam,0.5,
374,Vifon,Style Instant Noodles Shrimp,Pack,Vietnam,3.75,
373,Nissin,Cup Noodles Chicken Vegetable,Cup,USA,2.75,
372,Noodle Time,Spicy Thai,Bowl,Canada,0.5,
371,Nissin,Chow Noodles,Tray,USA,3.75,
370,Fuku,Soup,Pack,Hong Kong,5,
369,Bon Go Jang,Udon,Tray,South Korea,3.75,
368,Knorr,Chili Pork,Cup,Thailand,3.5,
367,Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,Vietnam,3.25,
366,Payless,,Pack,Philippines,2.75,
365,Nissin,Cup Noodles Prawn,Cup,Singapore,3.25,
364,Sao Tao,Noodle King Beef Style,Bowl,Hong Kong,2.5,
363,Nissin,Demae Iccho Tonkotsu,Pack,Japan,3.5,
362,Vina Acecook,Hot & Sour With Shrimp,Pack,Vietnam,4.5,
361,Other,Vermicelli With Pork,Bowl,USA,1.25,
360,Nissin,Cup Noodles Chicken,Cup,USA,2.5,
359,Nissin,Bowl Noodles Hot & Spicy Beef,Bowl,USA,3.75,
358,Doll,Spicy Artificial Pork,Pack,Hong Kong,3.75,
357,Payless,Big,Pack,Philippines,4,
356,Maruchan,Ramen Noodle Soup Beef,Pack,USA,2.75,
355,Nongshim,Noodle Udon Mushroom,Bowl,South Korea,2.5,
354,Maruchan,Instant Chicken,Cup,USA,3,
353,Nissin,Top Ramen Chili,Pack,USA,3.25,
352,Maruchan,Ramen Noodle Soup Chili,Pack,USA,2.75,
351,Nissin,Top Ramen Beef,Pack,USA,3,
350,Nissin,Tomato Garlic Shrimp,Bowl,USA,3.5,
349,Ottogi,Ramen,Bowl,South Korea,3.25,
348,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,
347,Other,Mi Vegetarian,Pack,Taiwan,1.75,
346,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,
345,Myojo,Shoyu,Pack,Japan,3.5,
344,Paldo,Kimchi,Pack,South Korea,3.75,
343,Super Bihun,Goreng Rice Noodles,Pack,Indonesia,4.5,
342,Nongshim,Shin Big Bowl,Bowl,South Korea,3.5,
341,Vina Acecook,Vegetarian,Pack,Vietnam,3.75,
340,Shirakiku,Japanese Style Shoyu,Pack,Japan,4,
339,Payless,Big,Pack,Philippines,4.5,
338,Nissin,Big Cup Noodles Chicken,Cup,USA,2.25,
337,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,USA,5,
336,Six Fortune,Instant Noodles With Soup,Pack,South Korea,3.5,
335,Goku Uma,Hot & Spicy Beef,Bowl,Japan,3.5,
334,Nissin,Big Cup Noodles Beef,Cup,USA,2.125,
333,Nissin,Big Cup Noodles Shrimp,Cup,USA,2.25,
332,Nongshim,Oriental Noodles,Cup,South Korea,3.75,"
"
331,Sunlee,Crab Noodle,Bowl,Thailand,4.5,
330,Vifon,Instant Bean Chicken,Pack,Vietnam,3.25,
329,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,
328,Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,
327,Gomex,Mi Tom,Pack,Vietnam,3.5,
326,Little Cook,Curry Chicken,Bowl,Thailand,4,
325,Mee Jang,Artificial Pork,Bowl,Thailand,3.5,
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,
323,Ottogi,Ramen,Cup,South Korea,3.5,
322,Unif,Shrimp,Bowl,Taiwan,3.75,
321,Little Cook,Spicy Beef,Bowl,Thailand,4.75,
320,Maruchan,Ramen Noodle Soup Spicy Chicken,Pack,USA,4,
319,Maruchan,Ramen Noodle Soup Oriental,Pack,USA,3.75,
318,Unif,Super Bowl Artificial Chilli Beef,Bowl,Taiwan,3.25,
317,Maruchan,Yakisoba Cheese,Tray,USA,4,
316,Unif,Super Bowl Artificial Pork,Bowl,Taiwan,3.5,
315,Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,2.75,
314,Paldo,Mushroom,Tray,South Korea,2.5,
313,Paldo,Shrimp,Tray,South Korea,4.25,
312,Lucky Me!,Artificial,Bowl,Philippines,1.75,
311,Vifon,Mushroom,Pack,Vietnam,2,
310,Lucky Me!,Beef,Pack,Philippines,2.5,
309,Paldo,Beef,Tray,South Korea,3.75,
308,Tradition,Chicken Vegetarian,Pack,USA,3.75,
307,Royal Umbrella,Vegetarian Tom Yum,Cup,Thailand,2.75,
306,Rhee Bros Assi,Rice Noodle Flavor,Tray,South Korea,3.75,
305,Lucky Me!,Beef,Bowl,Philippines,3.75,
304,Mama,Rice Noodle Artificial Beef,Bowl,Thailand,3.5,
303,Paldo,Artificial Chicken,Tray,South Korea,3.25,
302,Samyang,Bowl Noodle Beef,Bowl,South Korea,3.75,
301,Dragonfly,Style Rice Vermicelli,Bowl,China,4.5,
300,Wu Mu,Ramen With Onion,Pack,Taiwan,5,
299,Lucky Me!,Artificial Chicken Vermicelli,Bowl,Philippines,3.75,
298,Nongshim,Rice Noodle Spicy,Pack,South Korea,2.75,
297,Rhee Bros Assi,Rice Noodle Hot & Spicy Kimchi,Tray,South Korea,3.25,
296,Nissin,Cup Noodles Crab,Cup,Hong Kong,3.25,
295,Tablemark,Paste,Bowl,Japan,4.5,
294,Paldo,Korean Seafood,Pack,South Korea,3.75,
293,Other,Onion Rice Noodle,Bowl,Taiwan,0,
292,Paldo,Korean,Pack,South Korea,3.75,
291,Nongshim,Shin Bowl,Bowl,South Korea,3,
290,Doll,Spicy Artificial Beef,Pack,Hong Kong,3,
289,Paldo,Korean Noodle,Pack,South Korea,2,
288,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,South Korea,3.25,
287,Paldo,King Cup,Cup,South Korea,3.75,
286,Myojo,Yakisoba Oriental,Tray,Japan,4,
285,Doll,Artificial Chicken,Pack,Hong Kong,4.5,2012 #9
284,Nissin,Cup Noodles Seafood,Cup,Hong Kong,4.5,
283,Paldo,King Cup Kimchi Stew,Cup,South Korea,4,
282,Doll,Vegetable,Pack,Hong Kong,4.25,
281,Mama,Oriental Hot Spicy,Cup,Thailand,3,
280,Rhee Bros Assi,Rice Noodle,Tray,South Korea,4,
279,Rhee Bros Assi,Rice Noodles Seafood,Tray,South Korea,3.75,
278,Fortune,Udon Mushroom,Pack,USA,3,
277,Vina Acecook,Beef Rice Noodles,Pack,Vietnam,4,
276,Wai Wai,Chili Paste Tom Yum,Pack,Thailand,3.25,
275,Mama,Cup Shrimp Tom Yum Flavor,Cup,Thailand,3.75,
274,Ve Wong,Kung Fu Artificial Paste,Pack,Taiwan,4,
273,Wai Wai,Pork Tom Yum,Pack,Thailand,2.5,
272,Vina Acecook,Mi Thai Artificial Chicken,Pack,Vietnam,3.5,
271,Paldo,Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,
270,Wu Mu,Dried Noodle With Pork,Pack,Taiwan,2,
269,Paldo,Spicy Shrimp Bowl,Bowl,South Korea,3.5,
268,Nissin,Cup Noodles Spicy Chicken,Cup,USA,3.5,
267,Mama,Pork,Cup,Thailand,2,
266,Vina Acecook,Mi Thai Shrimp,Pack,Vietnam,4,
265,Nissin,Cup Noodles Chicken,Cup,USA,3.5,
264,Vina Acecook,Sour Hot Shrimp,Pack,Vietnam,3.75,
263,Nissin,Chow Mein Kung Chicken,Tray,USA,1.5,
262,Vina Acecook,Beef,Pack,Vietnam,3.75,
261,Vina Acecook,Chicken,Pack,Vietnam,3.75,
260,Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,USA,3.5,
259,Vina Acecook,Mi Thai Seafood,Pack,Vietnam,4,
258,Royal Umbrella,Tom Yum Shrimp,Cup,Thailand,3.25,
257,Nissin,Cup Noodles Beef,Cup,USA,3.5,
256,Nissin,Cup Noodles Shrimp,Cup,USA,3.5,
255,Mama,Oriental Spicy Seafood,Cup,Thailand,3.75,
254,Vina Acecook,Hot & Spicy Tom,Pack,Vietnam,4,
253,Nongshim,Bowl Noodle Spicy Seafood,Bowl,USA,4.25,
252,Fortune,Udon Chicken,Pack,USA,3.25,
251,Fortune,Udon Beef,Pack,USA,3.5,
250,Wu Mu,Noodle Sesame Oil,Pack,Taiwan,3.75,
249,Unif,Artificial Spicy Beef,Pack,Taiwan,3.75,
248,Koka,Tomato,Pack,Singapore,4.75,
247,Myojo,Udon Mushroom,Pack,Japan,3,
246,Mama,Artificial Pork,Pack,Thailand,3,
245,Six Fortune,Noodles,Pack,South Korea,3.75,
244,Nissin,Yakisoba,Tray,Japan,4.75,
243,Myojo,Udon Hot & Spicy,Pack,Japan,4.5,
242,Fashion Foods,Tom,Bowl,Thailand,2,
241,Other,Hot & Spicy Beef,Tray,USA,4,
240,Other,,Bowl,Japan,4.5,
239,Ottogi,Sweet & Sour,Pack,South Korea,1.75,
238,Nissin,Chow Noodles Tomato,Bowl,USA,4,
237,Koka,Spicy Seafood,Bowl,Singapore,3,
236,Koka,Spicy Sesame,Pack,Singapore,5,
235,Koka,Curry,Pack,Singapore,4.25,
234,Myojo,Udon Shrimp,Pack,Japan,3.75,
233,Koka,Tom Yum Rice Noodles,Bowl,Singapore,3.5,
232,Indomie,Mi Goreng Beef,Pack,Indonesia,5,
231,Indomie,Onion Chicken,Pack,Indonesia,4.5,
230,Lucky Me!,Instant Noodles With,Bowl,Philippines,3.75,
229,Myojo,Udon Chicken,Pack,Japan,3.75,
228,Vifon,Instant Noodle,Bowl,Vietnam,2,
227,Quickchow,Rice Noodle,Pack,Philippines,1.75,
226,Nissin,Chow Noodles Cheese,Tray,USA,4,
225,Ottogi,Snack,Pack,South Korea,3.75,
224,Mama,Instant Bowl Noodles Artificial Pork,Bowl,Thailand,2.75,
223,Koka,Laksa,Bowl,Singapore,4.25,
222,Myojo,Udon Crab,Pack,Japan,3,
221,Nissin,Top Ramen Beef,Pack,USA,3.75,
220,Wei Lih,Super Ramen Original,Pack,Taiwan,3,
219,Six Fortune,Tom Yam Instant Noodle,Pack,South Korea,2.75,
218,Maruchan,Yakisoba Sweet & Sour Chicken,Tray,USA,3,
217,Samyang,Bowl Noodle Kimchi,Bowl,South Korea,4,
216,Maruchan,Instant Chicken Flavor,Cup,USA,2.75,
215,Maruchan,Yakisoba Chicken,Tray,USA,2,
214,Maruchan,Yakisoba Beef,Tray,USA,2,
213,Nongshim,Bowl Noodle Spicy Artificial,Bowl,USA,4,
212,Maruchan,Yakisoba,Tray,USA,3.75,
211,Vina Acecook,Tomato Sauce Pork,Tray,Vietnam,3.5,
210,Other,Noodles,Pack,China,2.5,
209,Nissin,Beef Flavor,Bowl,USA,3,
208,Sao Tao,Ramen King Seafood,Pack,China,4.25,
207,Sapporo Ichiban,Original Flavor,Pack,USA,3.5,
206,Bon Go Jang,Udon,Bowl,South Korea,3,
205,Sapporo Ichiban,Beef Flavor,Pack,USA,4.5,
204,Nongshim,Bowl Noodle Spicy Shrimp,Bowl,USA,2.5,
203,Nongshim,Bowl Noodle Hot & Spicy,Bowl,USA,2,
202,Nongshim,Bowl Noodle Kimchi,Bowl,USA,3.25,
201,Nongshim,Bowl Noodle Beef,Bowl,USA,3.5,
200,Nongshim,Bowl Noodle Spicy Chicken,Bowl,USA,4.5,
199,Samyang,Chinese Paste,Pack,South Korea,2,
198,Shirakiku,,Bowl,Japan,4.25,
197,Rhee Bros Assi,Rice Noodle With Spicy Flavored Soup,Tray,South Korea,2.25,
196,Nissin,Cup Noodles,Cup,India,1.5,
195,Myojo,Sesame Flavored Rice Sesame,Pack,Japan,3,
194,Saigon Ve Wong,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,Vietnam,3.5,
193,Other,Shrimp Tom Yum Flavor,Bowl,Thailand,2.5,
192,Paldo,Soy Flavor Noodle,Pack,South Korea,4.25,
191,Wu Mu,Noodle Chinese,Pack,Taiwan,3.25,
190,Maggi,Tom Yam,Pack,Malaysia,2.9,
189,Nissin,Cup Noodles,Cup,India,3,
188,Nongshim,Udon,Pack,South Korea,4,
187,Paldo,Ramyun Soy,Pack,South Korea,4,
186,Paldo,Ramyun,Pack,South Korea,3.5,
185,Shirakiku,Udon,Bowl,Japan,3.75,
184,Myojo,Soy Sauce,Pack,Japan,3.75,
183,Nissin,Bowl Noodles Hot & Spicy Chicken,Bowl,USA,2,
182,Myojo,Soy Sauce Oil,Pack,Japan,3.25,
181,Kamfen,Noodle King,Pack,China,2,
180,Myojo,Yakisoba Sauce Flavor,Tray,Japan,4.75,
179,Mama,Kimchi,Pack,Thailand,3,
178,Mama,Oriental Style Soup,Pack,Thailand,2,
177,Vifon,Beef,Pack,Vietnam,3.75,
176,Paldo,Pork,Tray,South Korea,4.125,
175,Samyang,Ramen With,Pack,South Korea,3,
174,Lucky Me!,Artificial Chicken,Pack,Philippines,0.25,
173,Unif / Tung-I,Instant Bean Vermicelli Shrimp,Pack,Taiwan,1.5,
172,Mama,Noodle Tom Yum,Pack,Thailand,3.75,
171,Samyang,Japanese Seafood Flavor Udon,Pack,South Korea,3.75,
170,Myojo,Paste,Pack,Japan,3.5,
169,Samyang,Seafood,Pack,South Korea,2.25,
168,JFC,Japanese Style Noodle Udon,Bowl,Japan,3.75,
167,Wai Wai,Crab Instant Rice Vermicelli,Pack,Thailand,2.5,
166,Koyo,Garlic Pepper,Pack,USA,3.25,
165,Doll,Sesame Oil,Pack,Hong Kong,3.5,
164,Unif / Tung-I,Artificial Beef Flavor,Pack,Taiwan,3.75,
163,Vifon,Style Instant Noodles Chicken,Pack,Vietnam,3.5,
162,Myojo,Oriental,Pack,Japan,3.75,
161,Paldo,,Pack,South Korea,0,
160,Myojo,Ramen Soy Sauce,Bowl,Japan,1.5,
159,Mama,Hot & Spicy,Pack,Thailand,1.75,
158,Mama,Cup Artificial Pork,Cup,Thailand,2.5,
157,Nissin,,Cup,Philippines,2,
156,Maruchan,Instant Style With Shrimp,Cup,USA,3,
155,Lucky Me!,,Pack,Philippines,4.75,
154,Nissin,Creamy Chicken,Cup,USA,1.75,
153,Sapporo Ichiban,Shrimp Flavor,Cup,USA,1.75,
152,Wu Mu,Noodle Garlic & Sesame Oil,Pack,Taiwan,4.5,
151,Shirakiku,Japanese Style Miso,Pack,Japan,3,
150,Other,Hot Spicy Seafood,Bowl,South Korea,4.25,
149,Maruchan,Udon,Bowl,Japan,4,
148,Myojo,Soba,Pack,Japan,3.75,
147,Other,Udon,Pack,Japan,5,
146,Mama,,Pack,Thailand,2.5,
145,Other,Vegetarian Flavor,Pack,Japan,3.5,
144,Nongshim,Kimchi Ramyun,Pack,South Korea,3.5,
143,Mama,Soup,Pack,Thailand,2.75,
142,Nissin,Chow Mein Beef,Tray,USA,4.5,
141,Six Fortune,Seafood Flavor,Pack,South Korea,2.5,
140,Mama,Mi Goreng,Pack,Thailand,5,
139,Kamfen,Noodle King Beef,Pack,China,1.75,
138,Unif,Shrimp,,Taiwan,3,
137,Nissin,Bowl Noodles & Chicken,Bowl,USA,1.75,
136,Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5,
135,Unif / Tung-I,Shrimp,Pack,Taiwan,3.25,
134,Other,Rice,Bowl,South Korea,2.25,
133,Baijia,Hot & Sour Rice Noodle,Pack,China,0,
132,Ve Wong,Artificial Beef,Pack,Taiwan,3.5,
131,Unif,Artificial Chicken,Pack,Taiwan,3.25,
130,Sapporo Ichiban,Miso Paste,Pack,Japan,3.5,
129,Nongshim,,Pack,South Korea,3.5,
128,Mama,Artificial,Pack,Thailand,0.1,
127,Vifon,Mi Vegetarian,Pack,Vietnam,2.8,
126,Mama,Tom Yam Rice Vermicelli,Pack,Thailand,1.5,
125,Shirakiku,Japanese Style,Pack,Japan,3,
124,Nissin,Yakisoba With,Tray,Japan,5,
